event_id,event_type,event_date,customer_id,product_id,country,latitude,longitude,region,channel,payment_method,currency,quantity,unit_price_local,discount_code,discount_local,tax_local,net_revenue_local,fx_rate_to_usd,net_revenue_usd,is_refunded,refund_datetime,refund_reason
963208D08F7A,order,2024-11-02 20:00:11,CUST0000693,PROD0013,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,1,22.71,BFCM20,4.54,2.27,20.44,0.66,13.49,False,,
B7B7D0C00FC9,order,2024-06-16 20:08:36,CUST0000580,PROD0075,Netherlands,52.1326,5.2913,EU,Reseller,Wire,EUR,10,18.98,N/A,0.0,37.96,227.76,1.06,241.43,False,,
8615DBEEBA56,invoice,2024-09-30 08:14:11,CUST0000446,PROD0086,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,3,212.41,BFCM20,127.45,127.45,637.23,1.06,675.46,False,,
F8A54A978EAB,order,2025-02-04 23:58:53,CUST0000683,PROD0070,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,15,234.95,N/A,0.0,0.0,3524.25,1.0,3524.25,False,,
DF0E752A33A5,invoice,2024-09-15 02:40:32,CUST0001794,PROD0083,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,5,36.7,N/A,0.0,0.0,183.5,1.0,183.5,False,,
48CBADD521ED,order,2025-08-26 03:23:20,CUST0000176,PROD0066,Netherlands,52.1326,5.2913,EU,Website,Credit Card,EUR,5,145.08,BFCM20,145.08,145.08,725.4,1.06,768.92,False,,
28F8AA73F7DA,order,2025-01-08 10:13:47,CUST0003006,PROD0053,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,1,23.77,N/A,0.0,4.75,28.52,1.22,34.79,False,,
2910B2EE087A,order,2024-07-23 03:57:21,CUST0002131,PROD0090,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,15,233.0,N/A,0.0,349.5,3844.5,0.66,2537.37,False,,
DDD75AA51CC2,order,2024-06-05 14:59:04,CUST0002919,PROD0011,United States,39.8283,-98.5795,,Website,Invoice,USD,3,249.0,BFCM20,149.4,0.0,597.6,1.0,597.6,False,,
524BAE78944C,invoice,2024-07-17 08:20:05,CUST0002652,PROD0086,Philippines,12.8797,121.774,APAC,Direct Sales,Invoice,USD,5,225.15,NEWCUSTOMER10,112.58,168.86,1182.03,1.0,1182.03,False,,
1E20E9D1E663,order,2025-02-15 02:25:06,CUST0003753,PROD0060,Australia,-25.2744,133.7751,APAC,Website,Invoice,AUD,3,341.14,N/A,0.0,102.34,1125.76,0.66,743.0,False,,
BE62E98DD2BB,invoice,2024-08-27 16:14:33,CUST0000709,PROD0005,Canada,56.1304,-106.3468,,Website,Credit Card,USD,5,15.0,N/A,0.0,3.75,78.75,1.0,78.75,False,,
7E42A89713CC,order,2024-11-17 17:16:17,CUST0000823,PROD0022,United States,39.8283,-98.5795,,Marketplace,Invoice,USD,20,96.0,SALE15,288.0,0.0,1632.0,1.0,1632.0,False,,
407B86BAF3EE,order,2025-05-16 11:38:30,CUST0002916,PROD0010,France,46.2276,2.2137,EU,Website,Credit Card,EUR,1,23.58,BFCM10,2.36,4.72,25.94,1.06,27.5,False,,
56A6F65621FE,order,2025-07-10 08:13:34,CUST0002364,PROD0088,Canada,56.1304,-106.3468,,Website,Invoice,USD,25,153.78,N/A,0.0,192.23,4036.73,1.0,4036.73,False,,
8BF5C0B5E57B,invoice,2025-03-24 18:08:42,CUST0003386,PROD0052,Brazil,-14.235,-51.9253,LATAM,Partner,Wire,USD,25,200.0,BFCM20,1000.0,750.0,4750.0,1.0,4750.0,False,,
B3C693D81C56,invoice,2025-03-06 15:09:32,CUST0000753,PROD0086,United States,39.8283,-98.5795,,Website,Invoice,USD,3,225.15,N/A,0.0,0.0,675.45,1.0,675.45,False,,
16B2C6D334B5,order,2025-07-25 16:20:07,CUST0001285,PROD0080,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,5,118.1,SALE15,88.58,0.0,501.92,1.0,501.92,False,,
307AC3AC890A,invoice,2024-10-30 16:34:59,CUST0003092,PROD0100,Brazil,-14.235,-51.9253,LATAM,Website,Credit Card,USD,10,316.27,N/A,0.0,474.4,3637.1,1.0,3637.1,False,,
AF6EDBE0A110,order,2024-10-24 05:26:30,CUST0002734,PROD0028,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,5,57.38,WELCOME10,28.69,57.38,315.59,1.22,385.02,False,,
35525400975F,invoice,2025-02-12 01:15:32,CUST0001650,PROD0089,Canada,56.1304,-106.3468,,Partner,Credit Card,USD,1,23.45,N/A,0.0,1.17,24.62,1.0,24.62,False,,
C15710EF7C36,invoice,2025-09-29 18:14:16,CUST0001944,PROD0042,United States,39.8283,-98.5795,,Partner,PayPal,USD,10,120.0,SAVE5,60.0,0.0,1140.0,1.0,1140.0,False,,
F79F796BD618,order,2024-06-22 10:15:00,CUST0002028,PROD0070,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,5,355.98,BFCM10,177.99,177.99,1779.9,0.66,1174.73,False,,
FAD122FF3D5C,order,2024-04-27 15:21:08,CUST0002561,PROD0061,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,1,8.2,WELCOME10,0.82,1.64,9.02,1.22,11.0,False,,
CF4B8F0A00CD,order,2025-09-05 13:13:43,CUST0000868,PROD0064,Germany,51.1657,10.4515,EU,Website,PayPal,EUR,5,145.08,N/A,0.0,145.08,870.48,1.06,922.71,False,,
1ED86209D5F7,invoice,2025-04-17 18:26:22,CUST0003332,PROD0057,Philippines,12.8797,121.774,APAC,Partner,Credit Card,USD,5,5.0,N/A,0.0,3.75,28.75,1.0,28.75,False,,
50B87F079682,invoice,2025-09-03 11:35:13,CUST0003573,PROD0085,France,46.2276,2.2137,EU,Partner,Invoice,EUR,5,11.7,N/A,0.0,11.7,70.2,1.06,74.41,False,,
5BF139BDB46D,order,2024-05-09 08:10:48,CUST0003526,PROD0061,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,10,15.15,BFCM20,30.3,15.15,136.35,0.66,89.99,False,,
318A92EE1B92,invoice,2025-01-08 05:14:45,CUST0003267,PROD0047,Canada,56.1304,-106.3468,,Direct Sales,Invoice,USD,10,9.0,BFCM20,18.0,4.5,76.5,1.0,76.5,False,,
5CAA5036793D,order,2025-07-26 03:45:34,CUST0003505,PROD0016,Canada,56.1304,-106.3468,,Website,PayPal,USD,1,105.0,LOYALTY15,15.75,5.25,94.5,1.0,94.5,False,,
3F5ED785978F,invoice,2025-03-14 00:30:44,CUST0001312,PROD0100,France,46.2276,2.2137,EU,Direct Sales,Invoice,EUR,1,298.37,BFCM20,59.67,59.67,298.37,1.06,316.27,False,,
987CAFBDC497,order,2025-04-03 20:50:09,CUST0003673,PROD0047,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,1,8.49,N/A,0.0,1.7,10.19,1.06,10.8,False,,
A7261D520F03,order,2025-05-22 10:24:48,CUST0003228,PROD0036,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,20,160.0,N/A,0.0,0.0,3200.0,1.0,3200.0,False,,
153A0E3988EA,order,2025-03-18 00:58:39,CUST0000077,PROD0008,United States,39.8283,-98.5795,,Reseller,Wire,USD,1,89.0,N/A,0.0,0.0,89.0,1.0,89.0,False,,
122A1E365D04,invoice,2025-09-03 23:58:16,CUST0000487,PROD0025,Philippines,12.8797,121.774,APAC,Direct Sales,PayPal,USD,1,29.0,N/A,0.0,4.35,33.35,1.0,33.35,False,,
BD1B0575C31A,order,2025-04-28 13:16:23,CUST0003016,PROD0015,Brazil,-14.235,-51.9253,LATAM,Reseller,Invoice,USD,3,8.75,N/A,0.0,3.94,30.19,1.0,30.19,False,,
1E90F09C9DFF,order,2024-10-23 20:54:07,CUST0000130,PROD0018,United Kingdom,55.3781,-3.436,EU,Direct Sales,Invoice,GBP,1,186.89,N/A,0.0,37.38,224.27,1.22,273.61,False,,
3164FE48BE43,invoice,2024-04-28 00:42:51,CUST0001177,PROD0027,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,7.0,N/A,0.0,0.0,7.0,1.0,7.0,False,,
9717D0C173C2,order,2024-12-15 11:03:22,CUST0002920,PROD0089,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,3,35.53,N/A,0.0,10.66,117.25,0.66,77.39,False,,
5600C9BDA4CE,order,2024-08-26 06:38:35,CUST0001619,PROD0054,United States,39.8283,-98.5795,,Direct Sales,Invoice,USD,3,290.0,N/A,0.0,0.0,870.0,1.0,870.0,False,,
355E15C17D7A,order,2025-04-18 16:39:49,CUST0003834,PROD0047,Netherlands,52.1326,5.2913,EU,Website,Credit Card,EUR,5,8.49,N/A,0.0,8.49,50.94,1.06,54.0,False,,
C91DD260096B,order,2025-03-14 09:09:36,CUST0003415,PROD0074,United States,39.8283,-98.5795,,Website,Invoice,USD,5,267.4,WELCOME10,133.7,0.0,1203.3,1.0,1203.3,False,,
E27C6902FB32,order,2024-07-08 12:21:27,CUST0003503,PROD0088,United Kingdom,55.3781,-3.436,EU,Website,Wire,GBP,5,126.05,N/A,0.0,126.05,756.3,1.22,922.69,False,,
8746865D920A,order,2025-03-09 03:43:51,CUST0001874,PROD0015,Brazil,-14.235,-51.9253,LATAM,Direct Sales,Invoice,USD,5,8.75,N/A,0.0,6.56,50.31,1.0,50.31,False,,
67A8111E5AC1,order,2024-05-11 02:29:44,CUST0000081,PROD0017,Spain,40.4637,-3.7492,EU,Reseller,Credit Card,EUR,20,17.92,BFCM20,71.68,71.68,358.4,1.06,379.9,False,,
933054A23504,invoice,2025-10-11 16:19:19,CUST0000341,PROD0062,Canada,56.1304,-106.3468,,Website,Credit Card,USD,15,225.15,N/A,0.0,168.86,3546.11,1.0,3546.11,False,,
C6E789CA272D,order,2024-05-05 09:24:42,CUST0002525,PROD0076,Germany,51.1657,10.4515,EU,Direct Sales,Credit Card,EUR,1,298.37,BFCM10,29.84,59.67,328.2,1.06,347.89,False,,
81C36408DB2D,order,2025-01-17 15:15:42,CUST0001221,PROD0064,Germany,51.1657,10.4515,EU,Reseller,PayPal,EUR,15,145.08,N/A,0.0,435.24,2611.44,1.06,2768.13,False,,
5378236C5074,order,2024-08-16 21:06:46,CUST0003639,PROD0065,United States,39.8283,-98.5795,,Website,PayPal,USD,10,19.0,N/A,0.0,0.0,190.0,1.0,190.0,False,,
E6B0528AA579,order,2024-06-23 01:22:04,CUST0003810,PROD0020,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,10,144.0,N/A,0.0,0.0,1440.0,1.0,1440.0,False,,
05762234488C,order,2024-10-24 08:09:06,CUST0000484,PROD0043,Brazil,-14.235,-51.9253,LATAM,Direct Sales,Credit Card,USD,1,10.0,N/A,0.0,1.5,11.5,1.0,11.5,False,,
2778F7D7F5F2,order,2024-11-12 06:01:18,CUST0000068,PROD0055,United Kingdom,55.3781,-3.436,EU,Marketplace,Invoice,GBP,10,4.92,EDU20,9.84,9.84,49.2,1.22,60.02,False,,
D1083ACF1B3B,invoice,2025-07-13 22:11:55,CUST0002622,PROD0074,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,3,252.26,NEWCUSTOMER10,75.68,151.36,832.46,1.06,882.41,False,,
14B7806823EB,order,2025-10-14 01:33:40,CUST0002943,PROD0002,United Kingdom,55.3781,-3.436,EU,Direct Sales,Credit Card,GBP,1,409.02,NEWCUSTOMER10,40.9,81.8,449.92,1.22,548.9,False,,
80770DEE2D4F,order,2024-05-24 23:59:03,CUST0001730,PROD0018,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,25,345.45,SAVE5,431.81,863.62,9068.06,0.66,5984.92,True,2024-06-08 23:59:03,Service dissatisfaction
D61B591F73F4,invoice,2025-10-18 08:34:48,CUST0001693,PROD0058,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,1,75.76,N/A,0.0,7.58,83.34,0.66,55.0,False,,
A6FBA7F62054,invoice,2024-06-09 02:41:46,CUST0000463,PROD0087,United States,39.8283,-98.5795,,Website,Invoice,USD,20,14.96,SAVE5,14.96,0.0,284.24,1.0,284.24,False,,
9D2F2C8256E4,order,2024-09-17 20:50:49,CUST0003488,PROD0073,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,1,18.87,N/A,0.0,3.77,22.64,1.06,24.0,False,,
5AC440D3F32C,order,2025-07-31 15:43:35,CUST0002903,PROD0069,Canada,56.1304,-106.3468,,Website,PayPal,USD,3,13.0,N/A,0.0,1.95,40.95,1.0,40.95,False,,
866F5C611D09,order,2024-05-29 05:04:34,CUST0001098,PROD0009,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,3,163.11,NEWCUSTOMER10,48.93,97.87,538.27,1.22,656.69,False,,
C53AF7E4BB83,order,2024-12-17 22:32:29,CUST0002885,PROD0061,Brazil,-14.235,-51.9253,LATAM,Website,Invoice,USD,3,10.0,N/A,0.0,4.5,34.5,1.0,34.5,False,,
A03BB108566D,order,2025-06-10 00:00:47,CUST0003789,PROD0017,Philippines,12.8797,121.774,APAC,Website,Invoice,USD,5,19.0,N/A,0.0,14.25,109.25,1.0,109.25,False,,
343959D936EB,order,2024-08-16 02:43:04,CUST0002931,PROD0030,Netherlands,52.1326,5.2913,EU,Marketplace,Invoice,EUR,1,47.17,N/A,0.0,9.43,56.6,1.06,60.0,True,2024-09-21 02:43:04,Service dissatisfaction
43F3FD228065,order,2024-12-11 01:52:23,CUST0000351,PROD0005,United Kingdom,55.3781,-3.436,EU,Website,Wire,GBP,10,12.3,N/A,0.0,24.6,147.6,1.22,180.07,False,,
5B69366E1F16,order,2024-12-29 19:32:26,CUST0000257,PROD0070,France,46.2276,2.2137,EU,Reseller,Invoice,EUR,1,221.65,N/A,0.0,44.33,265.98,1.06,281.94,False,,
07B6BB1A57A8,order,2025-09-11 15:11:08,CUST0003034,PROD0091,United Kingdom,55.3781,-3.436,EU,Direct Sales,PayPal,GBP,1,23.52,WELCOME10,2.35,4.7,25.87,1.22,31.56,False,,
817F2BF2CA21,order,2024-11-15 00:09:56,CUST0003944,PROD0090,France,46.2276,2.2137,EU,Partner,Credit Card,EUR,1,145.08,N/A,0.0,29.02,174.1,1.06,184.55,False,,
190E1C5D8B9B,order,2025-09-02 13:39:00,CUST0001547,PROD0064,Australia,-25.2744,133.7751,APAC,Direct Sales,PayPal,AUD,1,233.0,N/A,0.0,23.3,256.3,0.66,169.16,False,,
46253E8106A0,invoice,2024-08-14 18:22:57,CUST0000162,PROD0024,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,84.0,N/A,0.0,0.0,84.0,1.0,84.0,False,,
62BCA4A589B0,order,2025-02-14 13:20:49,CUST0002769,PROD0003,United Kingdom,55.3781,-3.436,EU,Partner,Credit Card,GBP,10,23.77,N/A,0.0,47.54,285.24,1.22,347.99,False,,
5BB038E73A4E,order,2024-10-20 19:42:38,CUST0003778,PROD0053,Australia,-25.2744,133.7751,APAC,Direct Sales,Credit Card,AUD,1,43.94,N/A,0.0,4.39,48.33,0.66,31.9,False,,
8122ED4E5411,order,2024-05-11 03:37:33,CUST0002696,PROD0018,United Kingdom,55.3781,-3.436,EU,Website,Credit Card,GBP,1,186.89,N/A,0.0,37.38,224.27,1.22,273.61,False,,
F60B5DC2060B,invoice,2025-07-21 11:20:33,CUST0003516,PROD0094,Australia,-25.2744,133.7751,APAC,Website,Invoice,AUD,1,355.98,BFCM20,71.2,35.6,320.38,0.66,211.45,False,,
F7AC49E92D9B,invoice,2025-01-24 09:34:34,CUST0000291,PROD0018,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,10,228.0,BFCM10,228.0,0.0,2052.0,1.0,2052.0,False,,
3CD0D69319B1,invoice,2025-02-02 21:27:54,CUST0002396,PROD0014,Australia,-25.2744,133.7751,APAC,Partner,Credit Card,AUD,3,227.12,N/A,0.0,68.14,749.5,0.66,494.67,False,,
031A6AAB47BD,invoice,2025-07-29 18:02:25,CUST0001746,PROD0021,Netherlands,52.1326,5.2913,EU,Marketplace,Credit Card,EUR,15,9.43,N/A,0.0,28.29,169.74,1.06,179.92,False,,
7A0B1E305EA8,order,2025-07-11 14:27:54,CUST0002041,PROD0045,Australia,-25.2744,133.7751,APAC,Website,Invoice,AUD,3,22.73,WELCOME10,6.82,6.82,68.19,0.66,45.01,False,,
D77DB3477D71,invoice,2024-07-18 08:23:40,CUST0001776,PROD0029,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,1,7.58,WELCOME10,0.76,0.76,7.58,0.66,5.0,False,,
C353399F5849,order,2024-05-24 08:05:57,CUST0001493,PROD0052,Canada,56.1304,-106.3468,,Website,Invoice,USD,5,200.0,N/A,0.0,50.0,1050.0,1.0,1050.0,False,,
5B545EFF5E39,order,2024-07-31 03:16:53,CUST0000521,PROD0068,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,5,355.98,N/A,0.0,177.99,1957.89,0.66,1292.21,False,,
3FCB5E2FB36F,order,2025-07-31 14:52:27,CUST0003185,PROD0037,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,12.5,N/A,0.0,0.0,12.5,1.0,12.5,False,,
2C06EB5AB163,order,2024-09-05 14:24:15,CUST0003749,PROD0049,Germany,51.1657,10.4515,EU,Reseller,Invoice,EUR,10,12.26,WELCOME10,12.26,24.52,134.86,1.06,142.95,False,,
B3A9E61ACCF5,invoice,2024-09-16 13:15:27,CUST0000947,PROD0065,Brazil,-14.235,-51.9253,LATAM,Marketplace,PayPal,USD,3,19.0,N/A,0.0,8.55,65.55,1.0,65.55,False,,
D73F755492A2,order,2024-08-20 02:26:00,CUST0003551,PROD0037,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,10,11.79,WELCOME10,11.79,23.58,129.69,1.06,137.47,False,,
9C7B59F96C1F,invoice,2025-09-10 14:58:22,CUST0002672,PROD0018,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,15,215.09,WELCOME10,322.64,645.27,3548.98,1.06,3761.92,False,,
691C1C889EAC,order,2025-05-04 07:07:55,CUST0003740,PROD0074,Germany,51.1657,10.4515,EU,Direct Sales,Credit Card,EUR,3,252.26,N/A,0.0,151.36,908.14,1.06,962.63,False,,
CDF98E5210FD,invoice,2024-07-15 18:38:11,CUST0001382,PROD0038,United States,39.8283,-98.5795,,Website,Credit Card,USD,1,125.0,SAVE5,6.25,0.0,118.75,1.0,118.75,False,,
87D5377C34C4,order,2025-04-06 01:39:42,CUST0003716,PROD0065,United States,39.8283,-98.5795,,Marketplace,Invoice,USD,1,19.0,BFCM20,3.8,0.0,15.2,1.0,15.2,False,,
37CB3397EE42,order,2025-10-03 10:04:19,CUST0002843,PROD0050,United Kingdom,55.3781,-3.436,EU,Website,Wire,GBP,3,106.56,N/A,0.0,63.94,383.62,1.22,468.02,False,,
A3233AB18FCB,order,2025-03-21 19:18:05,CUST0002889,PROD0066,Spain,40.4637,-3.7492,EU,Reseller,Credit Card,EUR,1,145.08,N/A,0.0,29.02,174.1,1.06,184.55,False,,
1B372CE3A4BC,order,2024-07-08 10:18:08,CUST0003011,PROD0047,France,46.2276,2.2137,EU,Partner,Credit Card,EUR,1,8.49,N/A,0.0,1.7,10.19,1.06,10.8,False,,
3501EBD40E52,order,2024-11-25 04:03:50,CUST0003219,PROD0025,United States,39.8283,-98.5795,,Website,PayPal,USD,20,29.0,N/A,0.0,0.0,580.0,1.0,580.0,False,,
AA8C5F498659,invoice,2024-08-12 23:29:35,CUST0001748,PROD0038,Netherlands,52.1326,5.2913,EU,Reseller,Invoice,EUR,1,117.92,LOYALTY15,17.69,23.58,123.81,1.06,131.24,False,,
94BE82950950,invoice,2024-11-11 04:04:45,CUST0001029,PROD0001,Australia,-25.2744,133.7751,APAC,Direct Sales,Invoice,AUD,5,74.24,BFCM10,37.12,37.12,371.2,0.66,244.99,False,,
FAD7C59BBB19,order,2024-05-07 07:21:48,CUST0000196,PROD0024,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,1,79.25,N/A,0.0,15.85,95.1,1.06,100.81,False,,
F3B957C6FAE6,order,2024-04-30 16:28:48,CUST0000718,PROD0087,Netherlands,52.1326,5.2913,EU,Partner,PayPal,EUR,5,14.11,N/A,0.0,14.11,84.66,1.06,89.74,False,,
EB512A959AF4,invoice,2024-09-15 01:34:44,CUST0002683,PROD0018,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,5,228.0,SAVE5,57.0,0.0,1083.0,1.0,1083.0,False,,
DFDC6D51CABD,invoice,2025-04-24 06:06:43,CUST0000169,PROD0018,Australia,-25.2744,133.7751,APAC,Reseller,Invoice,AUD,1,345.45,N/A,0.0,34.54,379.99,0.66,250.79,False,,
76E28B491D1F,invoice,2024-07-27 09:42:47,CUST0002840,PROD0100,Australia,-25.2744,133.7751,APAC,Website,PayPal,AUD,1,479.2,N/A,0.0,47.92,527.12,0.66,347.9,False,,
3FB68A826250,order,2025-10-21 12:43:06,CUST0000071,PROD0087,Philippines,12.8797,121.774,APAC,Reseller,Credit Card,USD,5,14.96,N/A,0.0,11.22,86.02,1.0,86.02,False,,
FA1C42A8B586,invoice,2025-09-02 15:10:38,CUST0000410,PROD0099,United States,39.8283,-98.5795,,Direct Sales,PayPal,USD,10,29.38,N/A,0.0,0.0,293.8,1.0,293.8,False,,
6EEF2C8FCE0A,order,2024-10-04 12:19:21,CUST0001615,PROD0097,Brazil,-14.235,-51.9253,LATAM,Website,Wire,USD,20,24.48,N/A,0.0,73.44,563.04,1.0,563.04,False,,
A937EC3DA9D6,order,2025-10-15 00:56:22,CUST0002777,PROD0100,France,46.2276,2.2137,EU,Website,Credit Card,EUR,1,298.37,WELCOME10,29.84,59.67,328.2,1.06,347.89,False,,
E0307C7A5A75,order,2025-10-05 18:15:25,CUST0003819,PROD0057,United States,39.8283,-98.5795,,Reseller,Credit Card,USD,1,5.0,SALE15,0.75,0.0,4.25,1.0,4.25,False,,
B1E715FC9095,invoice,2025-02-27 00:00:27,CUST0002355,PROD0047,United States,39.8283,-98.5795,,Website,Credit Card,USD,20,9.0,N/A,0.0,0.0,180.0,1.0,180.0,False,,
3EF972CAC0EA,order,2025-02-28 19:38:36,CUST0002898,PROD0035,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,1,16.0,WELCOME10,1.6,0.0,14.4,1.0,14.4,False,,
D40FD2E7ABB1,order,2024-06-30 21:47:12,CUST0001071,PROD0090,United States,39.8283,-98.5795,,Website,Wire,USD,10,153.78,SALE15,230.67,0.0,1307.13,1.0,1307.13,False,,
2AD3FD50893A,order,2025-03-04 12:17:53,CUST0001729,PROD0055,United States,39.8283,-98.5795,,Partner,Invoice,USD,1,6.0,NEWCUSTOMER10,0.6,0.0,5.4,1.0,5.4,False,,
7E46F2AA8C01,order,2024-08-02 08:42:31,CUST0002829,PROD0090,Canada,56.1304,-106.3468,,Direct Sales,Credit Card,USD,3,153.78,BFCM20,92.27,23.07,392.14,1.0,392.14,False,,
F014A1B05725,order,2025-03-28 14:01:38,CUST0003420,PROD0094,Spain,40.4637,-3.7492,EU,Website,Credit Card,EUR,5,221.65,BFCM20,221.65,221.65,1108.25,1.06,1174.75,False,,
8BD63F7B2FF5,order,2025-10-02 08:01:30,CUST0003149,PROD0064,United States,39.8283,-98.5795,,Website,Credit Card,USD,3,153.78,N/A,0.0,0.0,461.34,1.0,461.34,False,,
17749589F1C6,order,2025-05-08 01:03:03,CUST0000983,PROD0039,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,5,37.88,N/A,0.0,18.94,208.34,0.66,137.5,False,,
DF81BEBC3EE2,invoice,2024-12-24 15:44:16,CUST0000481,PROD0020,Canada,56.1304,-106.3468,,Website,Credit Card,USD,5,144.0,BFCM20,144.0,36.0,612.0,1.0,612.0,False,,
2E0D18921BD4,invoice,2025-08-06 04:45:35,CUST0002776,PROD0058,France,46.2276,2.2137,EU,Marketplace,Credit Card,EUR,10,47.17,WELCOME10,47.17,94.34,518.87,1.06,550.0,False,,
5C801D71AC6F,order,2025-09-02 01:42:40,CUST0003971,PROD0085,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,1,18.79,WELCOME10,1.88,1.88,18.79,0.66,12.4,False,,
057BD3E37985,order,2025-06-10 10:48:57,CUST0001374,PROD0095,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,5,16.09,N/A,0.0,16.09,96.54,1.22,117.78,False,,
B96D6795A8CF,invoice,2025-01-20 18:27:12,CUST0003983,PROD0060,Germany,51.1657,10.4515,EU,Website,PayPal,EUR,3,212.41,BFCM20,127.45,127.45,637.23,1.06,675.46,False,,
534483B27313,invoice,2025-03-08 01:07:45,CUST0000977,PROD0032,Brazil,-14.235,-51.9253,LATAM,Reseller,Credit Card,USD,5,120.0,SAVE5,30.0,90.0,660.0,1.0,660.0,False,,
1CAD1CE15146,order,2024-10-24 01:53:30,CUST0002028,PROD0049,Australia,-25.2744,133.7751,APAC,Website,Credit Card,AUD,5,19.7,BFCM20,19.7,9.85,88.65,0.66,58.51,False,,
CB34369F6FC8,order,2024-11-12 12:10:14,CUST0002071,PROD0015,Canada,56.1304,-106.3468,,Direct Sales,PayPal,USD,3,8.75,N/A,0.0,1.31,27.56,1.0,27.56,False,,
55AC27CDD99A,invoice,2024-11-16 08:02:06,CUST0001816,PROD0075,Germany,51.1657,10.4515,EU,Website,Credit Card,EUR,10,18.98,SAVE5,9.49,37.96,218.27,1.06,231.37,False,,
239AE5A670B7,order,2025-10-20 01:40:29,CUST0001873,PROD0064,United Kingdom,55.3781,-3.436,EU,Website,Invoice,GBP,3,126.05,NEWCUSTOMER10,37.82,75.63,415.96,1.22,507.47,False,,
1C3D14E74E6F,order,2025-10-18 03:57:08,CUST0002508,PROD0055,Spain,40.4637,-3.7492,EU,Direct Sales,Credit Card,EUR,20,5.66,N/A,0.0,22.64,135.84,1.06,143.99,False,,
70DDCB31CDD5,order,2025-03-19 08:21:25,CUST0003525,PROD0005,United States,39.8283,-98.5795,,Website,Wire,USD,5,15.0,N/A,0.0,0.0,75.0,1.0,75.0,False,,
DFAABA3DA8DE,order,2025-03-13 18:22:52,CUST0002362,PROD0014,United States,39.8283,-98.5795,,Reseller,PayPal,USD,1,149.9,N/A,0.0,0.0,149.9,1.0,149.9,False,,
5744BA48AE83,order,2025-03-03 23:01:57,CUST0003746,PROD0046,United States,39.8283,-98.5795,,Direct Sales,Credit Card,USD,20,150.0,NEWCUSTOMER10,300.0,0.0,2700.0,1.0,2700.0,False,,
892B8B1A3419,invoice,2025-09-17 14:07:36,CUST0002786,PROD0063,France,46.2276,2.2137,EU,Reseller,Credit Card,EUR,3,9.32,N/A,0.0,5.59,33.55,1.06,35.56,False,,
BF9E89B2BE77,order,2024-07-04 01:59:26,CUST0003251,PROD0057,United Kingdom,55.3781,-3.436,EU,Reseller,Credit Card,GBP,1,4.1,N/A,0.0,0.82,4.92,1.22,6.0,False,,
AAB926873C70,invoice,2025-09-10 20:42:14,CUST0001049,PROD0003,Canada,56.1304,-106.3468,,Website,Credit Card,USD,5,29.0,N/A,0.0,7.25,152.25,1.0,152.25,False,,
0047A85371A4,invoice,2025-03-31 16:03:51,CUST0001945,PROD0043,United Kingdom,55.3781,-3.436,EU,Reseller,Invoice,GBP,15,8.2,N/A,0.0,24.6,147.6,1.22,180.07,False,,
42FC5D833294,order,2024-08-20 01:45:48,CUST0002857,PROD0068,Germany,51.1657,10.4515,EU,Website,Invoice,EUR,10,221.65,N/A,0.0,443.3,2659.8,1.06,2819.39,False,,
